restaurant_id,name,location,rating,total_ratings,price_for_2,cusines
15173,Behrouz Biryani,Indiranagar,4.2,5000,500,Biryani
15173,Behrouz Biryani,Indiranagar,4.2,5000,500,Mughlai
530041,Dragon's Kitchen,Sanjay Nagar,3.8,100,300,Chinese
530041,Dragon's Kitchen,Sanjay Nagar,3.8,100,300,Fast Food
402728,Sundae Everyday Ice Creams,Vasanth Nagar,3.5,100,150,Beverages
402728,Sundae Everyday Ice Creams,Vasanth Nagar,3.5,100,150,Ice Cream
303982,Sinful Desserts,Anjaneya Complex,4.1,1000,250,Bakery
303982,Sinful Desserts,Anjaneya Complex,4.1,1000,250,Desserts
353607,Delhi Dinner Darbar,Mathikere,4.1,100,300,Indian
353607,Delhi Dinner Darbar,Mathikere,4.1,100,300,Chinese
645294,Asha Sweet Center,Vasanth Nagar,4.5,50,250,Sweets
645294,Asha Sweet Center,Vasanth Nagar,4.5,50,250,Desserts
418389,Auntie Fung's,Indiranagar,4.1,1000,600,Chinese
418389,Auntie Fung's,Indiranagar,4.1,1000,600,Thai
546131,Wat-a-Burger! - India ka Burger,Indiranagar,3.7,500,250,Burgers
546131,Wat-a-Burger! - India ka Burger,Indiranagar,3.7,500,250,Fast Food
433561,Giani Ice Cream,Koramangala,4.4,100,300,Ice Cream
433561,Giani Ice Cream,Koramangala,4.4,100,300,Desserts
478708,The Burger Shack,BTM Layout,2.9,20,250,American
318287,ROMEO LASSI SHOP,Central Bangalore,3.5,100,250,Beverages
318287,ROMEO LASSI SHOP,Central Bangalore,3.5,100,250,Ice Cream
155402,The Good Bowl,Vasanth Nagar,4.0,500,400,Biryani
155402,The Good Bowl,Vasanth Nagar,4.0,500,400,North Indian
619503,Litti Heist,Koramangala,4.2,1000,200,Indian
619503,Litti Heist,Koramangala,4.2,1000,200,Beverages
240148,Gudbud,Koramangala,4.4,5000,300,Ice Cream
240148,Gudbud,Koramangala,4.4,5000,300,Desserts
676,Chai Point,Koramangala,4.4,10000,150,Bakery
676,Chai Point,Koramangala,4.4,10000,150,Beverages
409923,Kaati Zone Rolls & Wraps,Vasanth Nagar,3.6,100,150,Fast Food
409923,Kaati Zone Rolls & Wraps,Vasanth Nagar,3.6,100,150,Bengali
403216,Burger It Up,Vasanth Nagar,3.2,100,150,Burgers
403216,Burger It Up,Vasanth Nagar,3.2,100,150,Beverages
302789,Nadeem's Kitchen,Nagawara,2.3,50,500,Biryani
588012,SMOOR,Lavelle Road,4.5,100,450,Asian
588012,SMOOR,Lavelle Road,4.5,100,450,Desserts
277696,Roti Curry & Co,Halasuru,3.6,100,200,Indian
258360,jai bhavani dhaba,Indiranagar,3.5,20,250,Indian
402714,Indiana Burgers,Vasanth Nagar,3.7,100,150,Burgers
402714,Indiana Burgers,Vasanth Nagar,3.7,100,150,American
415469,KOLKATA BIRYANI POINT,BTM Layout,3.6,100,350,Biryani
415469,KOLKATA BIRYANI POINT,BTM Layout,3.6,100,350,Indian
526157,Pizza O'Clock,BTM Layout,3.8,100,298,Pizzas
526157,Pizza O'Clock,BTM Layout,3.8,100,298,Fast Food
506322,Louis Burger,Indiranagar,4.3,1000,600,Burgers
506322,Louis Burger,Indiranagar,4.3,1000,600,Fast Food
342567,Phoenix pizza,J.P. Nagar,3.7,100,200,Pizzas
303425,Hungry Habibi,BTM Layout,4.0,1000,220,Arabian
303425,Hungry Habibi,BTM Layout,4.0,1000,220,Lebanese
368035,CHAI DAYS,Koramangala,4.4,1000,200,Bakery
368035,CHAI DAYS,Koramangala,4.4,1000,200,Beverages
654965,Hyderabadi Biryani Hub,BTM Layout,4.0,4,250,Biryani
654965,Hyderabadi Biryani Hub,BTM Layout,4.0,4,250,Indian
2843,Tadka Singh,Church Street,4.3,10000,300,Punjabi
2843,Tadka Singh,Church Street,4.3,10000,300,North Indian
676284,Rolls Namita Ki,BTM Layout,4.0,4,250,Snacks
676284,Rolls Namita Ki,BTM Layout,4.0,4,250,Beverages
405430,Apna Ghar,Jayanagar,3.6,50,200,Punjabi
405430,Apna Ghar,Jayanagar,3.6,50,200,North Indian
367311,Chicken County Restaurant,Dairy Circle,4.3,100,350,Chinese
367311,Chicken County Restaurant,Dairy Circle,4.3,100,350,Grill
376169,Shri Nellore Mess,Kalyan Nagar,3.4,500,450,Biryani
502861,Ice Cream by the Scoop,Koramangala,4.3,50,150,Ice Cream
566433,Faasos' Signature Wraps & Rolls,Vasanth Nagar,4.0,4,350,Fast Food
566433,Faasos' Signature Wraps & Rolls,Vasanth Nagar,4.0,4,350,Snacks
490627,8055 cafe,Sanjay Nagar,4.1,100,200,Fast Food
490627,8055 cafe,Sanjay Nagar,4.1,100,200,Juices
413945,Monster Maggi,New BEL Road,3.5,100,200,Fast Food
413945,Monster Maggi,New BEL Road,3.5,100,200,Beverages
394229,Rolls & Bowls Company,Adugodi,3.6,100,250,Indian
394229,Rolls & Bowls Company,Adugodi,3.6,100,250,North Indian
495680,Dosa Camp,BTM Layout,2.5,20,200,South Indian
495680,Dosa Camp,BTM Layout,2.5,20,200,Beverages
295133,McDonald's Gourmet Burger Collection,Koramangala,4.3,1000,600,Burgers
295133,McDonald's Gourmet Burger Collection,Koramangala,4.3,1000,600,Beverages
578637,Sweet Bake-Cake And Desserts,Malleshwaram,4.2,100,150,Bakery
473807,Food Ford Kitchen,BTM Layout,4.0,100,199,Indian
473807,Food Ford Kitchen,BTM Layout,4.0,100,199,Pastas
153876,The Kolkata Katiroll,Indiranagar,4.2,1000,200,Snacks
153876,The Kolkata Katiroll,Indiranagar,4.2,1000,200,Beverages
248787,Wow! China,HSR Layout,3.9,1000,300,Tibetan
248787,Wow! China,HSR Layout,3.9,1000,300,Chinese
224603,The Khichadi Factory,Indiranagar,4.0,1000,300,North Indian
50018,Krispy Kreme,Bannerghatta Road,4.6,10000,170,Desserts
50018,Krispy Kreme,Bannerghatta Road,4.6,10000,170,Beverages
377045,Coorg pork station,Kalyan Nagar,3.7,500,400,Biryani
377045,Coorg pork station,Kalyan Nagar,3.7,500,400,Chinese
323,Madurai Idly Shop (80 ft. Road),Indiranagar,4.2,10000,150,South Indian
480488,High Ultra Express Pizza,Indiranagar,4.4,50,200,Pizzas
32730,High N Hungry,Madiwala,4.0,10000,350,Fast Food
32730,High N Hungry,Madiwala,4.0,10000,350,Chinese
503320,LICIOUS PIZZA,J.P. Nagar,4.1,50,300,Pizzas
437208,Phulka,Koramangala,3.7,50,100,Indian
437208,Phulka,Koramangala,3.7,50,100,North Indian
101751,Fiero! Pizzeria,Koramangala,4.1,5000,400,Pizzas
101751,Fiero! Pizzeria,Koramangala,4.1,5000,400,Italian
313761,Cafe Nature,New Thippasandara,4.2,500,300,Beverages
313761,Cafe Nature,New Thippasandara,4.2,500,300,Snacks
387468,The Breakfast Nook,HSR Layout,4.3,1000,300,American
387468,The Breakfast Nook,HSR Layout,4.3,1000,300,Continental
61785,Punjabi Nawabi,Koramangala,3.7,5000,350,Chinese
61785,Punjabi Nawabi,Koramangala,3.7,5000,350,North Indian
170536,Fresh Bowls,Indiranagar,4.0,1000,200,North Indian
170536,Fresh Bowls,Indiranagar,4.0,1000,200,Chinese
335383,Banashankari Military Hotel,HBR Layout,3.5,500,250,Biryani
335383,Banashankari Military Hotel,HBR Layout,3.5,500,250,Snacks
342205,Foodpecker,Koramangala,4.1,100,300,North Indian
342205,Foodpecker,Koramangala,4.1,100,300,Biryani
519561,Ambur Bismillah Biryani,Nagawara,4.0,4,350,Biryani
519561,Ambur Bismillah Biryani,Nagawara,4.0,4,350,Indian
524455,Mr. Chow,Ulsoor,4.0,4,350,Chinese
581615,GFC Kebabs & Biryani,Indiranagar,3.1,20,200,Kebabs
581615,GFC Kebabs & Biryani,Indiranagar,3.1,20,200,Biryani
35894,Sweet Truth - Cake and Desserts,Vasanth Nagar,4.2,500,450,Snacks
35894,Sweet Truth - Cake and Desserts,Vasanth Nagar,4.2,500,450,Bakery
381549,marwadi Tadka wala,BTM Layout,3.5,50,150,Thalis
381549,marwadi Tadka wala,BTM Layout,3.5,50,150,North Indian
652758,Hot Burger Company,Koramangala,4.0,4,180,Bakery
652758,Hot Burger Company,Koramangala,4.0,4,180,Snacks
592278,Pizza Kingdom,Indiranagar,4.1,50,300,Pizzas
592278,Pizza Kingdom,Indiranagar,4.1,50,300,Burgers
375041,Andhra Gunpowder,Koramangala,4.3,1000,350,Andhra
375041,Andhra Gunpowder,Koramangala,4.3,1000,350,Biryani
151155,North Indian spice,Indiranagar,3.5,100,200,North Indian
156877,Nature fresh ice & spice,BTM Layout,3.6,500,100,Ice Cream
156877,Nature fresh ice & spice,BTM Layout,3.6,500,100,Indian
500351,Burger Man,Indiranagar,4.3,100,400,American
500351,Burger Man,Indiranagar,4.3,100,400,Continental
447948,Chai Sutta Cafe,Kalyan Nagar,4.2,50,300,Beverages
447948,Chai Sutta Cafe,Kalyan Nagar,4.2,50,300,Juices
376978,Coorg yellow bowl,Kalyan Nagar,3.6,50,400,Chinese
531532,Combo King,HBR Layout,3.7,100,200,South Indian
513515,Saleem Bawarchi,Nagawara,4.0,4,500,Biryani
513515,Saleem Bawarchi,Nagawara,4.0,4,500,Kebabs
382444,Punjabi Thandoor Dhaaba,HBR Layout,3.0,50,400,South Indian
382444,Punjabi Thandoor Dhaaba,HBR Layout,3.0,50,400,Indian
24755,Vinny's,New BEL Road,4.0,5000,350,Pizzas
24755,Vinny's,New BEL Road,4.0,5000,350,Italian
444687,PARATHA WALI,BTM Layout,3.8,100,300,Chinese
444687,PARATHA WALI,BTM Layout,3.8,100,300,North Indian
318486,ICE CREAM SHOP,Central Bangalore,3.3,50,300,Beverages
318486,ICE CREAM SHOP,Central Bangalore,3.3,50,300,Ice Cream
557828,ADIL BIRYANI HOUSE,Koramangala,3.5,50,200,Biryani
557828,ADIL BIRYANI HOUSE,Koramangala,3.5,50,200,Hyderabadi
534654,The Licious Kitchen,Koramangala,4.2,1000,350,Kebabs
534654,The Licious Kitchen,Koramangala,4.2,1000,350,Snacks
487329,Chinese Monk,Armane Nagar,4.0,100,300,Chinese
487329,Chinese Monk,Armane Nagar,4.0,100,300,Asian
246151,MAEDAH,Koramangala,3.4,500,450,Arabian
246151,MAEDAH,Koramangala,3.4,500,450,Tandoor
334172,Rajasthani Dhaba,Shanti Nagar,3.9,1000,200,North Indian
334172,Rajasthani Dhaba,Shanti Nagar,3.9,1000,200,Rajasthani
167158,Bowl 99,Adugodi,3.8,1000,200,Indian
167158,Bowl 99,Adugodi,3.8,1000,200,North Indian
326529,SLAY Coffee Bar,St. Marks Road,4.1,100,200,Beverages
326529,SLAY Coffee Bar,St. Marks Road,4.1,100,200,Desserts
320676,TIPSY LASSI SHOP,Central Bangalore,3.5,20,250,Desserts
320676,TIPSY LASSI SHOP,Central Bangalore,3.5,20,250,Ice Cream
641015,Green Dot Pizza,New Bel Road,4.0,4,300,Pizzas
641015,Green Dot Pizza,New Bel Road,4.0,4,300,Beverages
507336,Food Adda,Koramangala,3.7,50,250,Burgers
507336,Food Adda,Koramangala,3.7,50,250,Pizzas
327826,NIGHT OUT,BTM Layout,3.7,100,400,Chinese
486908,New Taj Dum Biryani,Halasuru,3.1,20,400,North Indian
486908,New Taj Dum Biryani,Halasuru,3.1,20,400,Continental
429119,PC Biryani Joint,Yeshwantpur,4.0,50,350,Indian
429119,PC Biryani Joint,Yeshwantpur,4.0,50,350,Biryani
3454,Lazeez,Koramangala,4.2,10000,500,North Indian
3454,Lazeez,Koramangala,4.2,10000,500,Mughlai
62430,Dosa Chicken & Tiffins,HSR Layout,4.3,10000,200,South Indian
62430,Dosa Chicken & Tiffins,HSR Layout,4.3,10000,200,Andhra
527139,SHAFIZ LAJAWAAB,R.T. Nagar,3.7,100,350,Tandoor
527139,SHAFIZ LAJAWAAB,R.T. Nagar,3.7,100,350,Biryani
671305,Shawarma on Wheels,Indiranagar,4.2,100,400,Arabian
671305,Shawarma on Wheels,Indiranagar,4.2,100,400,Snacks
70251,Starbucks Coffee,Sadashiv Nagar,4.2,1000,400,Beverages
70251,Starbucks Coffee,Sadashiv Nagar,4.2,1000,400,Cafe
491592,Yummy Parathas Only,Yeshwantpur,3.0,20,5,South Indian
491592,Yummy Parathas Only,Yeshwantpur,3.0,20,5,Bengali
609969,Gobblers Rolls & Bowls,Tavarekere,3.7,50,300,North Indian
609969,Gobblers Rolls & Bowls,Tavarekere,3.7,50,300,Fast Food
434918,Falhari - A Fruitful Habit,Tavarekere,4.2,1000,300,Salads
434918,Falhari - A Fruitful Habit,Tavarekere,4.2,1000,300,Juices
568703,Baking Bad  - Pizza Delivery,Indiranagar,4.3,500,650,Pizzas
568703,Baking Bad  - Pizza Delivery,Indiranagar,4.3,500,650,Burgers
206535,Momos Mania,Koramangala,3.9,100,150,Chinese
206535,Momos Mania,Koramangala,3.9,100,150,Fast Food
203828,Fritz Haber Ice Creams,Koramangala,4.1,100,300,Desserts
203828,Fritz Haber Ice Creams,Koramangala,4.1,100,300,Ice Cream
570388,Sunny's Chicken Wingss!,BTM Layout,3.8,50,400,American
570388,Sunny's Chicken Wingss!,BTM Layout,3.8,50,400,Fast Food
303446,Waffl'd,Indiranagar,3.9,500,200,Bakery
303446,Waffl'd,Indiranagar,3.9,500,200,Desserts
376324,The Brooklyn Creamery - Healthy Ice Cream,Seshadripuram,4.5,100,200,Desserts
376324,The Brooklyn Creamery - Healthy Ice Cream,Seshadripuram,4.5,100,200,Ice Cream
350560,Ambur Star Briyani Since 1890,J.P. Nagar,4.2,5000,199,North Indian
350560,Ambur Star Briyani Since 1890,J.P. Nagar,4.2,5000,199,Chinese
295869,Chandni Chowk,Indiranagar,3.2,500,150,North Indian
295869,Chandni Chowk,Indiranagar,3.2,500,150,Sweets
668306,The Shake Stories,Koramangala,4.0,4,250,Beverages
668306,The Shake Stories,Koramangala,4.0,4,250,Snacks
520814,Winners Pizza (Fresh Dough),New Bel Road,3.4,50,300,Pizzas
520814,Winners Pizza (Fresh Dough),New Bel Road,3.4,50,300,Italian
161544,Punjabi tashan,BTM Layout,4.0,500,350,North Indian
487975,Burmuda Biryani,BTM Layout,3.2,20,250,Biryani
487975,Burmuda Biryani,BTM Layout,3.2,20,250,Fast Food
336463,Chinese Bistro,BTM Layout,3.7,50,200,Chinese
336463,Chinese Bistro,BTM Layout,3.7,50,200,Biryani
5544,Hotel Godavari,BTM Layout,3.9,5000,400,North Indian
5544,Hotel Godavari,BTM Layout,3.9,5000,400,Chinese
304563,chole bhatura and parathas,BTM Layout,3.1,500,150,North Indian
548535,Biryani Square,BTM Layout,3.4,50,250,Biryani
548535,Biryani Square,BTM Layout,3.4,50,250,Snacks
444346,Umpire chicken county,Richmond Road,2.8,20,300,Chinese
444346,Umpire chicken county,Richmond Road,2.8,20,300,Tandoor
513811,Ambur Biryani Darbar,Nagawara,4.0,4,500,Biryani
513811,Ambur Biryani Darbar,Nagawara,4.0,4,500,Kebabs
662517,Vp Biryani House,J.P. Nagar,4.0,4,400,Biryani
662517,Vp Biryani House,J.P. Nagar,4.0,4,400,Kebabs
430620,Joey's Pizza Express Delivery,Indiranagar,3.9,100,250,Italian
330839,RNR Biryani - Taste of 1953,J.P. Nagar,4.2,5000,350,Biryani
330839,RNR Biryani - Taste of 1953,J.P. Nagar,4.2,5000,350,South Indian
341321,Biryani Rooh-e-khaas,Indiranagar,4.0,4,200,North Indian
341321,Biryani Rooh-e-khaas,Indiranagar,4.0,4,200,Biryani
694455,Food Artist,Sanjay Nagar,4.0,4,250,Fast Food
694455,Food Artist,Sanjay Nagar,4.0,4,250,Chinese
337778,Brother's Cafe,Indiranagar,3.1,50,300,Beverages
337778,Brother's Cafe,Indiranagar,3.1,50,300,Juices
254050,Chinese Bowl,Banashankari,4.0,1000,350,Chinese
254050,Chinese Bowl,Banashankari,4.0,1000,350,Thai
513501,Boom Boom Biryani,Nagawara,4.0,4,500,Biryani
513501,Boom Boom Biryani,Nagawara,4.0,4,500,Kebabs
34380,Firangi Bake,Vasanth Nagar,4.2,1000,400,Pizzas
34380,Firangi Bake,Vasanth Nagar,4.2,1000,400,Pastas
432536,Raidan,R.T. Nagar,3.9,1000,400,Arabian
432536,Raidan,R.T. Nagar,3.9,1000,400,Chinese
655135,Pabrai's Fresh And Naturelle Ice Cream,Koramangala,4.0,20,250,Ice Cream
655135,Pabrai's Fresh And Naturelle Ice Cream,Koramangala,4.0,20,250,Waffle
346383,V Cafe - Meals By PVR,Adugodi,3.6,50,400,Pizzas
346383,V Cafe - Meals By PVR,Adugodi,3.6,50,400,Snacks
219257,Kingsway restaurant,Shivaji Nagar,3.4,20,250,North Indian
219257,Kingsway restaurant,Shivaji Nagar,3.4,20,250,Chinese
414593,Iceberg Organic Icecreams,Vasanth Nagar,4.1,20,200,Indian
559618,Login2Eat,Koramangala,3.8,20,300,North Indian
559618,Login2Eat,Koramangala,3.8,20,300,Snacks
690389,The Brownie Co.,J.P. Nagar,4.0,4,400,Desserts
690389,The Brownie Co.,J.P. Nagar,4.0,4,400,Beverages
671978,House of Punjab,J.P. Nagar,4.3,50,300,North Indian
671978,House of Punjab,J.P. Nagar,4.3,50,300,Chinese
588893,SSS Kitchen,Kalyan Nagar,4.0,4,598,North Indian
588893,SSS Kitchen,Kalyan Nagar,4.0,4,598,Chinese
671609,The Momos Platter,BTM Layout,4.0,4,150,Chinese
33734,Svadu Pure Ghee Sweets,BTM Layout,4.1,100,200,Desserts
33734,Svadu Pure Ghee Sweets,BTM Layout,4.1,100,200,Sweets
591181,Madame Michelle's Sandwich Co.,Kalyan Nagar,3.8,100,400,French
591181,Madame Michelle's Sandwich Co.,Kalyan Nagar,3.8,100,400,Italian
561987,Nirula's,Indiranagar,4.0,500,500,Pizzas
561987,Nirula's,Indiranagar,4.0,500,500,Burgers
402716,Slurpy Shakes,Vasanth Nagar,2.9,50,150,Beverages
402716,Slurpy Shakes,Vasanth Nagar,2.9,50,150,Ice Cream
515250,ROTI WALI,BTM Layout,3.7,100,250,North Indian
263637,Pure Veg Meals by Lunchbox,Vasanth Nagar,4.0,100,200,Biryani
263637,Pure Veg Meals by Lunchbox,Vasanth Nagar,4.0,100,200,North Indian
92379,Shree Taaza Thindi,Indiranagar,3.7,1000,150,South Indian
92379,Shree Taaza Thindi,Indiranagar,3.7,1000,150,Snacks
624364,Stop Drop & Rolls,Halasuru,4.4,20,250,Snacks
624364,Stop Drop & Rolls,Halasuru,4.4,20,250,Continental
505,Bite Me Cupcakes,Domlur,4.0,5000,150,Bakery
505,Bite Me Cupcakes,Domlur,4.0,5000,150,Desserts
518295,A1 Ambur Biryani Since 2012,R.T. Nagar,1.7,20,350,Biryani
518295,A1 Ambur Biryani Since 2012,R.T. Nagar,1.7,20,350,Kebabs
324316,Say Noodles,Armane Nagar,4.0,1000,300,Chinese
324316,Say Noodles,Armane Nagar,4.0,1000,300,Thai
332432,Between 2 Buns,Mathikere,3.5,500,200,American
332432,Between 2 Buns,Mathikere,3.5,500,200,Pizzas
512497,BRILLIANT BIRYANI,Nagawara,4.0,4,200,Biryani
512497,BRILLIANT BIRYANI,Nagawara,4.0,4,200,Kebabs
22037,Wow! Momo,Brigade Road,4.1,5000,250,Tibetan
22037,Wow! Momo,Brigade Road,4.1,5000,250,Healthy Food
609688,VB Iyengar Cake House,BTM Layout,4.0,4,399,Bakery
609688,VB Iyengar Cake House,BTM Layout,4.0,4,399,Desserts
505840,Ghee Tadka Khichdi,Koramangala,4.3,100,300,Indian
505840,Ghee Tadka Khichdi,Koramangala,4.3,100,300,Home Food
495977,The Dragon House,Ashok Nagar,2.6,20,200,Chinese
581477,Cheesecakes By CakeZone,Indiranagar,4.4,20,200,Desserts
581477,Cheesecakes By CakeZone,Indiranagar,4.4,20,200,Bakery
417374,Fries Box,Koramangala,3.5,20,250,Snacks
417374,Fries Box,Koramangala,3.5,20,250,American
656367,Little Owl Chinese,Sanjay Nagar,4.0,4,200,Indian
414745,AMBUR BIRIYANI HOUSE,BTM Layout,2.8,50,250,Biryani
153731,Dindigul Thalappakatti,Jayanagar,3.9,5000,550,Biryani
153731,Dindigul Thalappakatti,Jayanagar,3.9,5000,550,Barbecue
375382,Artinci - Indulge Guilt Free!,Indiranagar,4.2,100,200,Ice Cream
375382,Artinci - Indulge Guilt Free!,Indiranagar,4.2,100,200,Healthy Food
389687,PIZZAAJ,Indiranagar,3.8,100,150,Pizzas
389687,PIZZAAJ,Indiranagar,3.8,100,150,Italian
634064,Mc Crunchies,Kalyan Nagar,4.0,20,200,Indian
381196,THE PIZZA FOLKS,Koramangala,4.0,100,200,Pizzas
381196,THE PIZZA FOLKS,Koramangala,4.0,100,200,Snacks
45757,Pipabu,Koramangala,4.0,10000,250,Pizzas
45757,Pipabu,Koramangala,4.0,10000,250,Italian
593204,PRIYA GRAND,Basaveshwara Nagar,2.7,20,100,South Indian
206578,Gully Foods,Koramangala,4.2,20,250,Snacks
56786,Samosa Singh,Indiranagar,4.0,5000,150,North Indian
56786,Samosa Singh,Indiranagar,4.0,5000,150,Snacks
213595,New Chawla Chicken,BTM Layout,3.3,100,400,Chinese
213595,New Chawla Chicken,BTM Layout,3.3,100,400,Indian
476175,Heritage Burger,BTM Layout,3.5,20,250,American
476175,Heritage Burger,BTM Layout,3.5,20,250,Fast Food
301056,Kabab Magic Roll,Richmond Road,3.5,20,400,Snacks
577976,THE BROWNIE CIRCLES,Indiranagar,4.3,100,250,Bakery
577976,THE BROWNIE CIRCLES,Indiranagar,4.3,100,250,Desserts
368671,Desi Chinese Center,Indiranagar,3.8,50,300,Chinese
538467,Nomad Pizza- Traveller Series,Indiranagar,4.3,500,850,Pizzas
46650,Richie Rich,Race Course Road,4.3,10000,500,Desserts
46650,Richie Rich,Race Course Road,4.3,10000,500,Snacks
268053,Breakfast Wala,Indiranagar,3.9,500,150,North Indian
358179,Foodeez zone,New BEL Road,4.0,4,300,Indian
358179,Foodeez zone,New BEL Road,4.0,4,300,Chinese
507739,Paratha Wala,Basavanagudi,4.4,20,199,North Indian
486896,Savera Taj Family Restaurant,Halasuru,3.5,20,400,North Indian
486896,Savera Taj Family Restaurant,Halasuru,3.5,20,400,Continental
254048,Momo Bowl,BTM Layout,4.0,1000,350,Chinese
254048,Momo Bowl,BTM Layout,4.0,1000,350,Thai
151036,Punjabi Unplugged,Koramangala,3.8,1000,300,North Indian
151036,Punjabi Unplugged,Koramangala,3.8,1000,300,Chinese
330454,Chai Nagri,Koramangala,3.8,100,300,Snacks
330454,Chai Nagri,Koramangala,3.8,100,300,Beverages
496227,Kitchens of Punjab,Central Bangalore,4.0,500,500,Punjabi
496227,Kitchens of Punjab,Central Bangalore,4.0,500,500,North Indian
470971,Punjabi Thali,BTM Layout,2.5,50,350,North Indian
470971,Punjabi Thali,BTM Layout,2.5,50,350,Chinese
462488,Cafe Ni-O-Ven,BTM Layout,3.7,100,300,Pastas
462488,Cafe Ni-O-Ven,BTM Layout,3.7,100,300,Continental
326762,Dhaba Co.,Ashok Nagar,3.7,50,650,North Indian
94692,Waffle Head,BTM Layout,4.1,1000,300,Desserts
94692,Waffle Head,BTM Layout,4.1,1000,300,Beverages
397618,Biryani Trip - Destination Hyderabad,Shivaji Nagar,4.3,100,400,Biryani
397618,Biryani Trip - Destination Hyderabad,Shivaji Nagar,4.3,100,400,Hyderabadi
431627,MH 12 Pav Bhaji,Rishab Arcade,4.1,1000,250,Fast Food
431627,MH 12 Pav Bhaji,Rishab Arcade,4.1,1000,250,Beverages
452480,Jaffer Bhai Biryani,Koramangala,2.9,100,200,Biryani
452480,Jaffer Bhai Biryani,Koramangala,2.9,100,200,Arabian
559737,Fresh crunch pizza,Indiranagar,4.1,20,400,Pizzas
559737,Fresh crunch pizza,Indiranagar,4.1,20,400,Burgers
156540,Pizza Theatre,Kammanahalli,3.5,100,400,Italian
156540,Pizza Theatre,Kammanahalli,3.5,100,400,American
694305,Crispy Twist,BTM Layout,4.0,4,300,Burgers
429111,Mojito Hub,Yeshwantpur,4.0,4,350,Indian
503635,Bengali Tadka (Taste Of Bengal),HBR Layout,3.3,100,200,Bengali
503635,Bengali Tadka (Taste Of Bengal),HBR Layout,3.3,100,200,Thalis
615226,Hive Honey Cake,Shivaji Nagar,4.6,100,200,Bakery
615226,Hive Honey Cake,Shivaji Nagar,4.6,100,200,Desserts
402707,Cakery and bready,Koramangala,4.0,4,30,Snacks
402707,Cakery and bready,Koramangala,4.0,4,30,Bakery
407831,The Handi Crust,HALASURU,4.2,500,350,Indian
407831,The Handi Crust,HALASURU,4.2,500,350,Chaat
683637,Sharmaji'S Chole Bhature,J.P. Nagar,3.1,20,350,North Indian
683637,Sharmaji'S Chole Bhature,J.P. Nagar,3.1,20,350,Fast Food
17711,Deshi Fusion Pizza,Indiranagar,4.0,1000,500,Italian
17711,Deshi Fusion Pizza,Indiranagar,4.0,1000,500,Pizzas
417711,crunch pizza express delivery,Indiranagar,4.3,100,300,Italian
417711,crunch pizza express delivery,Indiranagar,4.3,100,300,Pizzas
154020,Udta Punjab Cafe,Shanti Nagar,3.8,100,150,North Indian
591215,The Food Club,Indiranagar,3.2,20,10,Indian
591215,The Food Club,Indiranagar,3.2,20,10,Thalis
704125,AFC -  The American fried Chicken,BTM Layout,4.0,4,499,Burgers
704125,AFC -  The American fried Chicken,BTM Layout,4.0,4,499,North Indian
468378,Wrap World,BTM Layout,3.9,100,150,Snacks
687158,Ovenfresh Cakes and Desserts,Indiranagar,5.0,20,200,Italian
50710,Wood Fire Pizza,Kammanahalli,3.5,1000,400,Italian
50710,Wood Fire Pizza,Kammanahalli,3.5,1000,400,Pizzas
341417,Big Bang Waffles,Indiranagar,4.1,100,350,Desserts
341417,Big Bang Waffles,Indiranagar,4.1,100,350,Beverages
468296,TRC - The Roll Company,Koramangala,4.0,4,300,Snacks
692387,Chinese The Dhabha,J.P. Nagar,4.0,4,350,Indian
510328,TrueCakes - Fresh | Eggless | Cakes,Domlur,4.3,100,300,Bakery
510328,TrueCakes - Fresh | Eggless | Cakes,Domlur,4.3,100,300,Desserts
339514,City  Shanghai Center,Indiranagar,4.0,50,300,Chinese
430936,Emirates Restaurant,Kammanahalli,3.7,100,400,Biryani
430936,Emirates Restaurant,Kammanahalli,3.7,100,400,Chinese
676039,Biryani Day,Koramangala,4.0,4,350,Biryani
676039,Biryani Day,Koramangala,4.0,4,350,Fast Food
694084,Prasuma Momo Kitchen,Rajajinagar,4.6,20,129,Pan-Asian
694084,Prasuma Momo Kitchen,Rajajinagar,4.6,20,129,Snacks
343299,Chai Corner,Indiranagar,4.0,100,200,North Indian
343299,Chai Corner,Indiranagar,4.0,100,200,Snacks
261897,TENDER COCONUT,BTM Layout,4.2,100,200,Juices
49054,Agarwal Ke Parathe,Bilekahalli,3.6,5000,250,North Indian
49054,Agarwal Ke Parathe,Bilekahalli,3.6,5000,250,Punjabi
318480,REEZ RESTAURANT,Central Bangalore,3.8,20,300,Chinese
318480,REEZ RESTAURANT,Central Bangalore,3.8,20,300,Biryani
217505,Chaayos Chai+Snacks=Relax,Indiranagar,4.3,10000,250,Bakery
217505,Chaayos Chai+Snacks=Relax,Indiranagar,4.3,10000,250,Beverages
513004,Biryani Lovers,Nagawara,4.0,4,500,Biryani
513004,Biryani Lovers,Nagawara,4.0,4,500,Kebabs
372902,The Sugar Free Keto Kafe - Artinci,Indiranagar,4.2,100,200,Ice Cream
372902,The Sugar Free Keto Kafe - Artinci,Indiranagar,4.2,100,200,Healthy Food
371642,Mad Over Donuts,Indiranagar,4.0,500,200,Desserts
371642,Mad Over Donuts,Indiranagar,4.0,500,200,Sweets
2832,Lakeview Milkbar,Kannan Building,4.2,10000,450,Desserts
2832,Lakeview Milkbar,Kannan Building,4.2,10000,450,Ice Cream
